Program, Language, PowerCap, ArraySize, Temp Before(ºC), PhysicalMemory, Package , Core(s) , GPU , Temp After(ºC) , Cost ($) , Time (msec)
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.030090 , 0.025146 , 0.000000 , 54.00 , 968 , 2799 
heapsortSmall , c , 10, 0 , 54.00 , 964 , 0.043701 , 0.038269 , 0.000000 , 54.00 , 968 , 4826 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.015503 , 0.011353 , 0.000000 , 54.00 , 968 , 1796 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.018860 , 0.016663 , 0.000000 , 54.00 , 968 , 2204 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.015991 , 0.010071 , 0.000000 , 54.00 , 968 , 1802 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.016968 , 0.013123 , 0.000000 , 54.00 , 968 , 1981 
heapsortSmall , c , 10, 0 , 55.00 , 956 , 0.011169 , 0.014099 , 0.000000 , 55.00 , 968 , 1405 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.042236 , 0.028625 , 0.000000 , 55.00 , 968 , 2232 
heapsortSmall , c , 10, 0 , 55.00 , 964 , 0.016663 , 0.008484 , 0.000000 , 55.00 , 968 , 2153 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.111084 , 0.100281 , 0.000000 , 55.00 , 968 , 12389 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.011047 , 0.010376 , 0.000000 , 55.00 , 968 , 2237 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.019897 , 0.015625 , 0.000000 , 55.00 , 968 , 1774 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.027405 , 0.027588 , 0.000000 , 53.00 , 968 , 3112 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.026611 , 0.023132 , 0.000000 , 53.00 , 968 , 2950 
heapsortSmall , c , 10, 0 , 53.00 , 964 , 0.010803 , 0.009277 , 0.000000 , 53.00 , 968 , 2221 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.019958 , 0.010681 , 0.001587 , 53.00 , 968 , 2315 
heapsortSmall , c , 10, 0 , 53.00 , 964 , 0.110962 , 0.083557 , 0.004089 , 53.00 , 968 , 10370 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.013733 , 0.017700 , 0.000000 , 53.00 , 968 , 1373 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.103516 , 0.089783 , 0.002563 , 53.00 , 968 , 11530 
heapsortSmall , c , 10, 0 , 53.00 , 964 , 0.017151 , 0.011047 , 0.000000 , 53.00 , 968 , 1700 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.021423 , 0.018677 , 0.000000 , 53.00 , 968 , 1802 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.016785 , 0.010742 , 0.000000 , 53.00 , 968 , 1677 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.015869 , 0.011902 , 0.000000 , 53.00 , 968 , 1690 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.033386 , 0.033875 , 0.000000 , 53.00 , 968 , 4298 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.109314 , 0.084106 , 0.006409 , 53.00 , 968 , 10644 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.029175 , 0.027222 , 0.001343 , 53.00 , 968 , 2071 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.017822 , 0.011658 , 0.000000 , 53.00 , 968 , 1797 
heapsortSmall , c , 10, 0 , 53.00 , 964 , 0.026367 , 0.013794 , 0.001709 , 53.00 , 968 , 1547 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.016663 , 0.012817 , 0.000000 , 53.00 , 968 , 1931 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.033569 , 0.023621 , 0.000000 , 55.00 , 968 , 2784 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.063599 , 0.056763 , 0.000000 , 55.00 , 968 , 7124 
heapsortSmall , c , 10, 0 , 55.00 , 964 , 0.161316 , 0.143616 , 0.002319 , 55.00 , 968 , 14652 
heapsortSmall , c , 10, 0 , 55.00 , 964 , 0.065552 , 0.056152 , 0.000000 , 55.00 , 968 , 6853 
heapsortSmall , c , 10, 0 , 55.00 , 964 , 0.020813 , 0.007690 , 0.003479 , 55.00 , 968 , 2300 
heapsortSmall , c , 10, 0 , 52.00 , 960 , 0.011108 , 0.006470 , 0.000000 , 52.00 , 968 , 1772 
heapsortSmall , c , 10, 0 , 52.00 , 960 , 0.015076 , 0.009583 , 0.000000 , 52.00 , 968 , 1895 
heapsortSmall , c , 10, 0 , 52.00 , 960 , 0.010742 , 0.012390 , 0.000000 , 52.00 , 968 , 1556 
heapsortSmall , c , 10, 0 , 52.00 , 960 , 0.034729 , 0.026306 , 0.000000 , 52.00 , 968 , 3538 
heapsortSmall , c , 10, 0 , 52.00 , 964 , 0.028870 , 0.024536 , 0.000000 , 52.00 , 968 , 2704 
heapsortSmall , c , 10, 0 , 54.00 , 964 , 0.012512 , 0.015625 , 0.000000 , 54.00 , 968 , 1451 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.032776 , 0.031433 , 0.000000 , 54.00 , 968 , 3375 
heapsortSmall , c , 10, 0 , 54.00 , 964 , 0.027283 , 0.023315 , 0.000000 , 54.00 , 968 , 2790 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.011536 , 0.009705 , 0.000000 , 54.00 , 968 , 2212 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.024292 , 0.016968 , 0.000977 , 54.00 , 968 , 3029 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.016174 , 0.010925 , 0.000000 , 54.00 , 968 , 1829 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.010193 , 0.009216 , 0.000000 , 54.00 , 968 , 2276 
heapsortSmall , c , 10, 0 , 54.00 , 964 , 0.015381 , 0.010986 , 0.000000 , 54.00 , 968 , 1835 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.047119 , 0.044922 , 0.000000 , 54.00 , 968 , 5347 
heapsortSmall , c , 10, 0 , 54.00 , 964 , 0.038086 , 0.028564 , 0.000000 , 54.00 , 968 , 2226 
heapsortSmall , c , 10, 0 , 54.00 , 964 , 0.026550 , 0.024231 , 0.000000 , 54.00 , 968 , 2001 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.018311 , 0.013489 , 0.000000 , 54.00 , 968 , 1935 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.048828 , 0.038391 , 0.001282 , 55.00 , 968 , 4334 
heapsortSmall , c , 10, 0 , 55.00 , 964 , 0.018066 , 0.014221 , 0.000000 , 55.00 , 968 , 1880 
heapsortSmall , c , 10, 0 , 55.00 , 964 , 0.022644 , 0.028137 , 0.000000 , 55.00 , 968 , 2653 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.082092 , 0.075195 , 0.000000 , 55.00 , 968 , 9347 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.017334 , 0.016357 , 0.000000 , 55.00 , 968 , 2252 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.053101 , 0.053528 , 0.000000 , 55.00 , 968 , 6640 
heapsortSmall , c , 10, 0 , 52.00 , 964 , 0.038635 , 0.038330 , 0.000000 , 52.00 , 968 , 3165 
heapsortSmall , c , 10, 0 , 52.00 , 960 , 0.012207 , 0.010254 , 0.000000 , 52.00 , 968 , 2061 
heapsortSmall , c , 10, 0 , 52.00 , 960 , 0.056213 , 0.043518 , 0.003296 , 52.00 , 968 , 5821 
heapsortSmall , c , 10, 0 , 52.00 , 964 , 0.009216 , 0.011780 , 0.000000 , 52.00 , 968 , 1537 
heapsortSmall , c , 10, 0 , 52.00 , 960 , 0.038635 , 0.038391 , 0.001892 , 52.00 , 968 , 4468 
heapsortSmall , c , 10, 0 , 52.00 , 964 , 0.137939 , 0.117981 , 0.000000 , 52.00 , 968 , 12450 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.141907 , 0.123291 , 0.000000 , 53.00 , 968 , 15177 
heapsortSmall , c , 10, 0 , 53.00 , 964 , 0.011841 , 0.009033 , 0.000000 , 53.00 , 968 , 2240 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.057251 , 0.040039 , 0.001770 , 53.00 , 968 , 3711 
heapsortSmall , c , 10, 0 , 53.00 , 964 , 0.182190 , 0.151917 , 0.005798 , 53.00 , 968 , 16512 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.074646 , 0.062927 , 0.001770 , 53.00 , 968 , 5075 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.028870 , 0.024719 , 0.000000 , 54.00 , 968 , 2846 
heapsortSmall , c , 10, 0 , 54.00 , 964 , 0.028503 , 0.023804 , 0.000000 , 54.00 , 968 , 2757 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.079529 , 0.068481 , 0.000000 , 54.00 , 968 , 8708 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.061340 , 0.054565 , 0.000000 , 54.00 , 968 , 7180 
heapsortSmall , c , 10, 0 , 54.00 , 964 , 0.143494 , 0.125061 , 0.000000 , 54.00 , 968 , 14836 
heapsortSmall , c , 10, 0 , 54.00 , 964 , 0.011292 , 0.009521 , 0.000000 , 54.00 , 968 , 2191 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.017090 , 0.011353 , 0.000000 , 55.00 , 968 , 1782 
heapsortSmall , c , 10, 0 , 55.00 , 964 , 0.021362 , 0.010193 , 0.000000 , 55.00 , 968 , 2076 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.012024 , 0.009399 , 0.000000 , 55.00 , 968 , 2106 
heapsortSmall , c , 10, 0 , 55.00 , 964 , 0.010132 , 0.009033 , 0.000000 , 55.00 , 968 , 1786 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.008911 , 0.005676 , 0.001831 , 53.00 , 968 , 2367 
heapsortSmall , c , 10, 0 , 53.00 , 964 , 0.008179 , 0.006226 , 0.000610 , 53.00 , 968 , 2110 
heapsortSmall , c , 10, 0 , 53.00 , 964 , 0.030334 , 0.023315 , 0.000000 , 53.00 , 968 , 2786 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.013184 , 0.010559 , 0.000000 , 54.00 , 968 , 2359 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.006348 , 0.008850 , 0.000000 , 54.00 , 968 , 1538 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.013306 , 0.011536 , 0.000000 , 54.00 , 968 , 1813 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.169678 , 0.147949 , 0.002319 , 54.00 , 968 , 15102 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.031433 , 0.025024 , 0.002380 , 54.00 , 968 , 2786 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.026123 , 0.013000 , 0.000000 , 55.00 , 968 , 1823 
heapsortSmall , c , 10, 0 , 55.00 , 964 , 0.013245 , 0.009888 , 0.000000 , 55.00 , 968 , 1816 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.082520 , 0.076904 , 0.000000 , 55.00 , 968 , 8303 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.027527 , 0.024048 , 0.000000 , 55.00 , 968 , 2758 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.018005 , 0.012390 , 0.000000 , 55.00 , 968 , 1738 
heapsortSmall , c , 10, 0 , 55.00 , 960 , 0.010193 , 0.009033 , 0.000122 , 54.00 , 968 , 2174 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.019348 , 0.009216 , 0.000000 , 54.00 , 968 , 1992 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.023438 , 0.014038 , 0.003113 , 54.00 , 968 , 1747 
heapsortSmall , c , 10, 0 , 54.00 , 952 , 0.014343 , 0.009705 , 0.000000 , 54.00 , 968 , 2047 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.012085 , 0.009766 , 0.000000 , 54.00 , 968 , 2198 
heapsortSmall , c , 10, 0 , 54.00 , 960 , 0.028442 , 0.027466 , 0.000000 , 54.00 , 968 , 3209 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.014709 , 0.010315 , 0.000000 , 53.00 , 968 , 1973 
heapsortSmall , c , 10, 0 , 53.00 , 960 , 0.018616 , 0.012146 , 0.000000 , 53.00 , 968 , 1694 
heapsortSmall , c , 10, 0 , 53.00 , 964 , 0.015686 , 0.012024 , 0.001587 , 53.00 , 968 , 2260 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.029785 , 0.025940 , 0.000000 , 52.00 , 1.187 , 3190 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.029907 , 0.025818 , 0.000000 , 52.00 , 1.187 , 2575 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.014832 , 0.013184 , 0.000122 , 52.00 , 1.187 , 2077 
mergesortSmall , c , 10, 0 , 52.00 , 964 , 0.018555 , 0.020142 , 0.000000 , 52.00 , 1.187 , 2376 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.075562 , 0.061279 , 0.000000 , 52.00 , 1.187 , 7492 
mergesortSmall , c , 10, 0 , 52.00 , 964 , 0.058044 , 0.047913 , 0.002258 , 52.00 , 1.187 , 6324 
mergesortSmall , c , 10, 0 , 53.00 , 960 , 0.018188 , 0.022522 , 0.000000 , 53.00 , 1.187 , 2475 
mergesortSmall , c , 10, 0 , 53.00 , 964 , 0.021118 , 0.018066 , 0.000000 , 53.00 , 1.187 , 1904 
mergesortSmall , c , 10, 0 , 53.00 , 960 , 0.130310 , 0.104614 , 0.002563 , 53.00 , 1.187 , 13000 
mergesortSmall , c , 10, 0 , 53.00 , 964 , 0.031799 , 0.021790 , 0.000000 , 53.00 , 1.187 , 2303 
mergesortSmall , c , 10, 0 , 53.00 , 960 , 0.019104 , 0.024780 , 0.001770 , 53.00 , 1.187 , 2703 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.025391 , 0.015442 , 0.000000 , 52.00 , 1.187 , 1610 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.018250 , 0.015137 , 0.000000 , 52.00 , 1.187 , 2439 
mergesortSmall , c , 10, 0 , 52.00 , 964 , 0.013306 , 0.010742 , 0.000000 , 52.00 , 1.187 , 1817 
mergesortSmall , c , 10, 0 , 52.00 , 964 , 0.028931 , 0.020813 , 0.000000 , 52.00 , 1.187 , 2627 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.022888 , 0.017883 , 0.000000 , 52.00 , 1.187 , 1895 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.073853 , 0.055237 , 0.004150 , 52.00 , 1.187 , 6781 
mergesortSmall , c , 10, 0 , 53.00 , 964 , 0.025513 , 0.016846 , 0.000610 , 53.00 , 1.187 , 2595 
mergesortSmall , c , 10, 0 , 53.00 , 960 , 0.015808 , 0.017761 , 0.000000 , 53.00 , 1.187 , 2242 
mergesortSmall , c , 10, 0 , 53.00 , 964 , 0.030640 , 0.017822 , 0.000000 , 53.00 , 1.187 , 2462 
mergesortSmall , c , 10, 0 , 53.00 , 960 , 0.022888 , 0.015076 , 0.000000 , 53.00 , 1.187 , 1886 
mergesortSmall , c , 10, 0 , 53.00 , 960 , 0.020752 , 0.013367 , 0.000000 , 53.00 , 1.187 , 1592 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.015320 , 0.011536 , 0.000000 , 54.00 , 1.187 , 1788 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.025024 , 0.018799 , 0.000000 , 54.00 , 1.187 , 1704 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.030884 , 0.025513 , 0.000000 , 54.00 , 1.187 , 2754 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.017517 , 0.014832 , 0.000000 , 54.00 , 1.187 , 1775 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.108459 , 0.093079 , 0.000000 , 54.00 , 1.187 , 10688 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.027832 , 0.017334 , 0.000000 , 54.00 , 1.187 , 2339 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.023254 , 0.017029 , 0.000000 , 54.00 , 1.187 , 1866 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.027649 , 0.022034 , 0.000000 , 54.00 , 1.187 , 2764 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.071167 , 0.051086 , 0.002991 , 54.00 , 1.187 , 7396 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.099243 , 0.084045 , 0.002319 , 54.00 , 1.187 , 10243 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.022644 , 0.016663 , 0.000000 , 54.00 , 1.187 , 1892 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.013489 , 0.010071 , 0.000000 , 54.00 , 1.187 , 1894 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.048828 , 0.039795 , 0.000000 , 54.00 , 1.187 , 4832 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.030090 , 0.024841 , 0.000000 , 54.00 , 1.187 , 2913 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.013855 , 0.009766 , 0.000000 , 54.00 , 1.187 , 1901 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.041321 , 0.035278 , 0.003662 , 54.00 , 1.187 , 4274 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.029968 , 0.019775 , 0.000000 , 54.00 , 1.187 , 2442 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.028687 , 0.029358 , 0.000000 , 52.00 , 1.187 , 3395 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.070801 , 0.057373 , 0.002258 , 52.00 , 1.187 , 6487 
mergesortSmall , c , 10, 0 , 52.00 , 964 , 0.098511 , 0.083862 , 0.000000 , 52.00 , 1.187 , 9854 
mergesortSmall , c , 10, 0 , 52.00 , 964 , 0.020874 , 0.020813 , 0.004089 , 52.00 , 1.187 , 2791 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.020142 , 0.014587 , 0.000000 , 52.00 , 1.187 , 1864 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.027893 , 0.016968 , 0.000000 , 54.00 , 1.187 , 1520 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.124878 , 0.104797 , 0.002319 , 54.00 , 1.187 , 9441 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.027161 , 0.025208 , 0.000000 , 54.00 , 1.187 , 2905 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.039307 , 0.033630 , 0.001282 , 54.00 , 1.187 , 1948 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.040833 , 0.033203 , 0.001770 , 54.00 , 1.187 , 4179 
mergesortSmall , c , 10, 0 , 51.00 , 964 , 0.012329 , 0.006470 , 0.000000 , 51.00 , 1.187 , 2392 
mergesortSmall , c , 10, 0 , 51.00 , 960 , 0.068359 , 0.052551 , 0.000000 , 51.00 , 1.187 , 8066 
mergesortSmall , c , 10, 0 , 51.00 , 964 , 0.014587 , 0.007324 , 0.003540 , 51.00 , 1.187 , 2192 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.013855 , 0.005127 , 0.000000 , 52.00 , 1.187 , 4735 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.013794 , 0.006104 , 0.000000 , 52.00 , 1.187 , 4800 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.009888 , 0.005737 , 0.000000 , 52.00 , 1.187 , 2371 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.005188 , 0.006104 , 0.000000 , 51.00 , 1.187 , 1795 
mergesortSmall , c , 10, 0 , 51.00 , 952 , 0.034363 , 0.025635 , 0.000000 , 51.00 , 1.187 , 1587 
mergesortSmall , c , 10, 0 , 51.00 , 964 , 0.028503 , 0.017944 , 0.000000 , 51.00 , 1.187 , 1580 
mergesortSmall , c , 10, 0 , 51.00 , 964 , 0.015747 , 0.012329 , 0.000000 , 51.00 , 1.187 , 1683 
mergesortSmall , c , 10, 0 , 51.00 , 964 , 0.025024 , 0.012634 , 0.000977 , 51.00 , 1.187 , 1811 
mergesortSmall , c , 10, 0 , 51.00 , 960 , 0.074341 , 0.067993 , 0.002258 , 54.00 , 1.187 , 8386 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.012756 , 0.015625 , 0.000000 , 54.00 , 1.187 , 1375 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.030762 , 0.023804 , 0.000000 , 54.00 , 1.187 , 2757 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.028137 , 0.022766 , 0.000000 , 54.00 , 1.187 , 2714 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.018433 , 0.012207 , 0.000000 , 54.00 , 1.187 , 1657 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.029297 , 0.025024 , 0.000000 , 54.00 , 1.187 , 2845 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.029175 , 0.024963 , 0.000000 , 54.00 , 1.187 , 2868 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.019653 , 0.021545 , 0.000000 , 54.00 , 1.187 , 1328 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.018982 , 0.019409 , 0.000000 , 54.00 , 1.187 , 2313 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.014954 , 0.012146 , 0.000000 , 54.00 , 1.187 , 1925 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.037048 , 0.032043 , 0.000000 , 54.00 , 1.187 , 3820 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.021973 , 0.020203 , 0.000000 , 54.00 , 1.187 , 3036 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.054321 , 0.048706 , 0.000000 , 54.00 , 1.187 , 6460 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.015381 , 0.009338 , 0.000000 , 54.00 , 1.187 , 2635 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.096497 , 0.079773 , 0.002319 , 54.00 , 1.187 , 9749 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.016418 , 0.008850 , 0.000000 , 54.00 , 1.187 , 1449 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.030273 , 0.025391 , 0.000000 , 52.00 , 1.187 , 2892 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.021973 , 0.013367 , 0.000000 , 52.00 , 1.187 , 3736 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.009155 , 0.006348 , 0.000000 , 52.00 , 1.187 , 2218 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.014709 , 0.010437 , 0.000000 , 53.00 , 1.187 , 1891 
mergesortSmall , c , 10, 0 , 53.00 , 960 , 0.026855 , 0.025818 , 0.000000 , 53.00 , 1.187 , 3255 
mergesortSmall , c , 10, 0 , 53.00 , 960 , 0.032898 , 0.026733 , 0.003845 , 53.00 , 1.187 , 3037 
mergesortSmall , c , 10, 0 , 53.00 , 960 , 0.032715 , 0.030212 , 0.000000 , 53.00 , 1.187 , 1872 
mergesortSmall , c , 10, 0 , 53.00 , 964 , 0.033813 , 0.025024 , 0.000000 , 53.00 , 1.187 , 3294 
mergesortSmall , c , 10, 0 , 53.00 , 960 , 0.050781 , 0.035645 , 0.000000 , 53.00 , 1.187 , 3980 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.013184 , 0.010925 , 0.000000 , 54.00 , 1.187 , 1949 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.014099 , 0.010193 , 0.001709 , 54.00 , 1.187 , 2198 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.018372 , 0.014893 , 0.000000 , 54.00 , 1.187 , 2269 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.014221 , 0.015503 , 0.000000 , 54.00 , 1.187 , 2793 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.023132 , 0.013123 , 0.000000 , 54.00 , 1.187 , 1566 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.023621 , 0.014221 , 0.000000 , 54.00 , 1.187 , 2299 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.026794 , 0.021057 , 0.000488 , 54.00 , 1.187 , 2620 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.026245 , 0.023254 , 0.000000 , 54.00 , 1.187 , 3026 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.010620 , 0.013245 , 0.000000 , 54.00 , 1.187 , 1624 
mergesortSmall , c , 10, 0 , 54.00 , 960 , 0.017761 , 0.010864 , 0.000000 , 54.00 , 1.187 , 2279 
mergesortSmall , c , 10, 0 , 54.00 , 964 , 0.034302 , 0.033569 , 0.000000 , 54.00 , 1.187 , 4815 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.026123 , 0.023743 , 0.000000 , 52.00 , 1.187 , 3052 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.012573 , 0.012878 , 0.001099 , 52.00 , 1.187 , 2352 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.024536 , 0.015259 , 0.000000 , 52.00 , 1.187 , 1725 
mergesortSmall , c , 10, 0 , 52.00 , 960 , 0.014038 , 0.010193 , 0.000000 , 52.00 , 1.187 , 1973 
quicksortSmall , c , 10, 0 , 55.00 , 960 , 0.028931 , 0.022888 , 0.000000 , 55.00 , 896 , 2861 
quicksortSmall , c , 10, 0 , 55.00 , 964 , 0.047241 , 0.043884 , 0.000000 , 55.00 , 896 , 5325 
quicksortSmall , c , 10, 0 , 55.00 , 960 , 0.178223 , 0.146729 , 0.000000 , 55.00 , 896 , 17316 
quicksortSmall , c , 10, 0 , 55.00 , 960 , 0.019714 , 0.016052 , 0.000000 , 55.00 , 896 , 2001 
quicksortSmall , c , 10, 0 , 55.00 , 964 , 0.019043 , 0.013428 , 0.000000 , 55.00 , 896 , 1709 
quicksortSmall , c , 10, 0 , 54.00 , 960 , 0.018555 , 0.015564 , 0.000000 , 54.00 , 896 , 1800 
quicksortSmall , c , 10, 0 , 54.00 , 960 , 0.022156 , 0.017822 , 0.000000 , 54.00 , 896 , 1812 
quicksortSmall , c , 10, 0 , 54.00 , 960 , 0.013428 , 0.010437 , 0.000000 , 54.00 , 896 , 1868 
quicksortSmall , c , 10, 0 , 54.00 , 960 , 0.041565 , 0.029846 , 0.000000 , 54.00 , 896 , 3483 
quicksortSmall , c , 10, 0 , 54.00 , 964 , 0.028076 , 0.028992 , 0.002136 , 54.00 , 896 , 3423 
quicksortSmall , c , 10, 0 , 55.00 , 964 , 0.029968 , 0.027527 , 0.000000 , 55.00 , 896 , 2108 
quicksortSmall , c , 10, 0 , 55.00 , 964 , 0.013306 , 0.009888 , 0.000000 , 55.00 , 896 , 1995 
quicksortSmall , c , 10, 0 , 55.00 , 964 , 0.033936 , 0.026001 , 0.003540 , 55.00 , 896 , 3240 
quicksortSmall , c , 10, 0 , 55.00 , 960 , 0.006226 , 0.006409 , 0.001221 , 55.00 , 896 , 1929 
quicksortSmall , c , 10, 0 , 52.00 , 964 , 0.011414 , 0.005981 , 0.000000 , 52.00 , 896 , 2237 
quicksortSmall , c , 10, 0 , 52.00 , 960 , 0.015259 , 0.011719 , 0.000000 , 52.00 , 896 , 1826 
quicksortSmall , c , 10, 0 , 52.00 , 960 , 0.017151 , 0.010864 , 0.000000 , 52.00 , 896 , 1838 
